OID_,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST
848,0,847,5,276.945858815693668
849,0,848,5,309.001871169349101
850,0,849,5,342.225895063707469
851,0,850,5,425.767182522982523
852,0,851,5,173.057161089333789
853,0,852,5,355.142002474577680
854,0,853,5,82.204061892640354
855,0,854,5,295.480998478786148
856,0,855,5,349.152299971476339
857,0,856,5,55.231744698997595
858,0,857,5,49.684898030139308
859,0,858,5,189.240055824306125
860,0,859,5,219.409808347993732
861,0,860,5,212.377145213531833
862,0,861,5,155.285120292071554
863,0,862,5,555.656014096030503
864,0,863,5,198.351737449536898
865,0,864,5,205.268663940989626
866,0,865,5,228.209707898933999
867,0,866,5,254.273207112123629
868,0,867,5,276.035884493295725
869,0,868,5,248.658361107707009
870,0,869,5,268.017505484301182
871,0,870,5,261.352397403305531
872,0,871,5,236.936057204620056
873,0,872,5,240.430039744818004
874,0,873,5,226.704926365834524
875,0,874,5,223.337087010192278
876,0,875,5,203.605261526641556
877,0,876,5,204.702774583139956
878,0,877,5,191.100428836990744
879,0,878,5,189.353837598123022
880,0,879,5,923.462293110226597
881,0,880,5,167.157615123939848
882,0,881,5,395.455625917124962
883,0,882,5,726.857866444104843
884,0,883,5,293.896440479113437
885,0,884,5,319.402316606644717
886,0,885,5,367.683648651428939
887,0,886,5,258.419621536993077
888,0,887,5,835.082474009053044
889,0,888,5,515.063914438968368
890,0,889,5,633.824601055166340
891,0,890,5,236.904088359371826
892,0,891,5,351.460022687697688
893,0,892,5,428.306989777144338
894,0,893,5,185.779380787807156
895,0,894,5,42.891893563585548
896,0,895,5,121.308444674795609
897,0,896,5,96.630970687831919
898,0,897,5,143.334249280161515
899,0,898,5,683.389138093359861
900,0,899,5,32.862668955097050
901,0,900,5,233.593346923709419
902,0,901,5,185.287226622755583
903,0,902,5,362.513083858302878
904,0,903,5,348.009594640680405
905,0,904,5,336.001808451129648
906,0,905,5,168.847081993931454
907,0,906,5,228.780894111564464
908,0,907,5,191.030192253212533
909,0,908,5,301.180267601663161
910,0,909,5,355.356496727877186
911,0,910,5,102.029522865679056
912,0,911,5,315.316399543139539
913,0,912,5,233.215264704626776
914,0,913,5,51.729140307878119
915,0,914,5,1866.220124141913175
916,0,915,5,675.155990935591490
917,0,916,5,3505.322041652008011
918,0,917,5,94.394442378884222
919,0,918,5,978.643742279693470
920,0,919,5,1071.419270769632476
921,0,920,5,21.591608047482360
922,0,921,5,29.679615747846388
923,0,922,5,55.306049295944533
924,0,923,5,160.289116062897534
925,0,924,5,156.424327511205377
926,0,925,5,77.142101877583116
927,0,926,5,152.815488283707168
928,0,927,5,102.485225080974331
929,0,928,5,49.643925591238485
930,0,929,5,59.070983235557428
931,0,930,5,44.089489707504576
932,0,931,5,100.893366670695229
933,0,932,5,97.145934429674753
934,0,933,5,130.383343296477136
935,0,934,5,842.106492778692086
936,0,935,5,834.520944394959884
937,0,936,5,9.974157872678481
938,0,937,5,406.832826701880435
939,0,938,5,256.269662484264188
940,0,939,5,279.134868045333917
941,0,940,5,301.690592646606376
942,0,941,5,310.781295655670931
943,0,942,5,50.844443362028521
944,0,943,5,391.995913615513416
945,0,944,5,383.240497633639166
946,0,945,5,194.699644215422495
947,0,946,5,221.559906920193072
948,0,947,5,154.805320316456175
949,0,948,5,490.925054615684076
950,0,949,5,247.205905498773973
951,0,950,5,27.702504681301676
952,0,951,5,39.003264579516618
953,0,952,5,21.178904371995664
954,0,953,5,23.886415994292658
955,0,954,5,19.158471106416208
956,0,955,5,22.004794649527913
957,0,956,5,23.389248463642332
958,0,957,5,86.102697068808610
959,0,958,5,117.967909240154000
960,0,959,5,837.202132160303108
961,0,960,5,551.254712149430247
962,0,961,5,460.153546592643409
963,0,962,5,251.829322455827594
964,0,963,5,153.063747807971424
965,0,964,5,176.888710440343516
966,0,965,5,289.048906438574477
967,0,966,5,560.227503897385986
968,0,967,5,151.710639957052877
969,0,968,5,178.608281199387505
970,0,969,5,97.072475094265741
971,0,970,5,458.937971863316420
972,0,971,5,123.377020148022510
973,0,972,5,434.688593722337259
974,0,973,5,648.129733725708775
975,0,974,5,712.542373582471328
976,0,975,5,757.036028801557222
977,0,976,5,762.220507642145208
978,0,977,5,780.449602514703088
979,0,978,5,804.573945815757156
980,0,979,5,524.957813410908102
981,0,980,5,322.467300951464665
982,0,981,5,25.837850111049796
983,0,982,5,77.937323546369569
984,0,983,5,153.433186690971951
985,0,984,5,209.588934230836685
986,0,985,5,178.047338047250378
987,0,986,5,232.853537928168635
988,0,987,5,8.398291239275919
989,0,988,5,134.141685957142101
990,0,989,5,227.635601011577307
991,0,990,5,72.345580070772513
992,0,991,5,102.071062333275364
993,0,992,5,153.073652723956059
994,0,993,5,87.940300145683963
995,0,994,5,188.600067723933876
996,0,995,5,345.059072229853427
997,0,996,5,291.233796067213632
998,0,997,5,284.427209736504608
999,0,998,5,238.166808177488150
1000,0,999,5,248.667813721831408
1001,0,1000,5,309.490171647286274
1002,0,1001,5,27.023869396840578
1003,0,1002,5,44.769487263407314
1004,0,1003,5,27.781491162310328
1005,0,1004,5,44.748632317110541
1006,0,1005,5,193.105590160879842
1007,0,1006,5,188.861012243665670
1008,0,1007,5,162.162671241585542
1009,0,1008,5,508.858054273202868
1010,0,1009,5,135.704289243212543
1011,0,1010,5,186.057113999446500
1012,0,1011,5,146.143875817856525
1013,0,1012,5,136.571873584935247
1014,0,1013,5,159.813660662564303
1015,0,1014,5,180.022086669010861
1016,0,1015,5,494.792869474583256
1017,0,1016,5,163.381532241242041
1018,0,1017,5,74.024553474042236
1019,0,1018,5,38.344361985191426
1020,0,1019,5,2.692405061916618
1021,0,1020,5,44.705701252911417
1022,0,1021,5,183.477217724517004
1023,0,1022,5,123.419166427631524
1024,0,1023,5,104.024841753522580
1025,0,1024,5,230.538736200345880
1026,0,1025,5,3032.189567159801754
1027,0,1026,5,1701.040503822793880
1028,0,1027,5,1042.084820384590103
1029,0,1028,5,1108.996201647841644
1030,0,1029,5,1756.998843342212467
1031,0,1030,5,2227.780064550669067
1032,0,1031,5,4726.042531808491731
1033,0,1032,5,3152.502435410079670
1034,0,1033,5,37.132047817398799
1035,0,1034,5,336.246284558986076
1036,0,1035,5,427.424478920248532
1037,0,1036,5,882.084571395698504
1038,0,1037,5,29.676146924651832
1039,0,1038,5,71.608323787817824
1040,0,1039,5,2021.848998862198187
1041,0,1040,5,153.257420898011446
1042,0,1041,5,1692.391078397287629
1043,0,1042,5,1082.181377937537263
1044,0,1043,5,3104.253721057871644
1045,0,1044,5,3934.834947925533015
1046,0,1045,5,3885.768433869416185
1047,0,1046,5,3998.816063447069155
1048,0,1047,5,2810.110426525141975
1049,0,1048,5,3101.458506274788760
1050,0,1049,5,1230.183132196258157
1051,0,1050,5,1395.369092809396534
1052,0,1051,5,144.936050887064596
1053,0,1052,5,400.415463601416661
1054,0,1053,5,200.243786893660172
1055,0,1054,5,557.879629408950905
1056,0,1055,5,569.887317041208689
1057,0,1056,5,464.411349862754150
1058,0,1057,5,555.310991488748641
1059,0,1058,5,484.486688149854444
1060,0,1059,5,1068.808647101738870
1061,0,1060,5,999.897386223941339
1062,0,1061,5,945.428572969990114
1063,0,1062,5,909.229659297775015
1064,0,1063,5,760.720483598547048
1065,0,1064,5,622.978476130815693
1066,0,1065,5,803.206536826632032
1067,0,1066,5,876.594424698201351
1068,0,1067,5,829.303448907364441
1069,0,1068,5,802.384722062538344
1070,0,1069,5,267.445464765374197
1071,0,1070,5,676.930965781792338
1072,0,1071,5,267.973985014143068
1073,0,1072,5,246.700493781006770
1074,0,1073,5,3210.963784268316886
1075,0,1074,5,4126.984120226050436
1076,0,1075,5,4161.945338466903195
1077,0,1076,5,2361.292462977765354
1078,0,1077,5,1660.280774040444157
1079,0,1078,5,1641.412951586913550
1080,0,1079,5,1700.177787637994243
1081,0,1080,5,1660.809530937101272
1082,0,1081,5,1641.041019097848903
1083,0,1082,5,2206.606570246088722
1084,0,1083,5,2642.875130087766593
1085,0,1084,5,4767.917253033306224
1086,0,1085,5,3892.263226827360086
1087,0,1086,5,649.765801372942065
1088,0,1087,5,48.167833689934440
1089,0,1088,5,2209.360506069896019
1090,0,1089,5,1205.913712397863037
1091,0,1090,5,2456.687683207752343
1092,0,1091,5,2065.109709435696459
1093,0,1092,5,1712.742285589848052
1094,0,1093,5,2518.606566977274724
1095,0,1094,5,2607.609379326084763
1096,0,1095,5,226.299270639480795
1097,0,1096,5,811.903127736398346
1098,0,1097,5,568.194584827941753
1099,0,1098,5,617.175275069324812
1100,0,1099,5,753.090272452951808
1101,0,1100,5,131.262677093572847
1102,0,1101,5,226.474633078952223
1103,0,1102,5,2767.401134298866509
1104,0,1103,5,1683.273619316138820
1105,0,1104,5,61.529789508025125
1106,0,1105,5,1446.252819708588504
1107,0,1106,5,59.338236248083071
1108,0,1107,5,64.134480478405209
1109,0,1108,5,47.435573912979230
1110,0,1109,5,55.109487418483084
1111,0,1110,5,2562.438267497201196
1112,0,1111,5,2360.392250614093427
1113,0,1112,5,1587.534915547313403
1114,0,1113,5,1073.489419110825111
1115,0,1114,5,213.543803357865357
1116,0,1115,5,1338.350511921954876
1117,0,1116,5,943.966041593790692
1118,0,1117,5,3478.355707338912453
1119,0,1118,5,564.217715400773272
1120,0,1119,5,340.227419689397038
1121,0,1120,5,244.954532750738110
1122,0,1121,5,2883.472523829231250
1123,0,1122,5,2594.453690368448861
1124,0,1123,5,155.392926134113310
1125,0,1124,5,1623.015730225794641
1126,0,1125,5,2052.404584659922421
1127,0,1126,5,2105.867666364475099
1128,0,1127,5,1909.979297316958082
1129,0,1128,5,2007.949764854314253
1130,0,1129,5,2117.878366627018750
1131,0,1130,5,575.017137162638392
1132,0,1131,5,542.773576294583336
1133,0,1132,5,549.821521346196732
1134,0,1133,5,657.042179051158769
1135,0,1134,5,172.725519944746338
1136,0,1135,5,66.534745835955761
1137,0,1136,5,72.773193707262479
1138,0,1137,5,83.478826024570765
1139,0,1138,5,83.854424183581642
1140,0,1139,5,52.110343411713025
1141,0,1140,5,349.274430962713211
1142,0,1141,5,23.295047050869062
1143,0,1142,5,337.824350050056637
1144,0,1143,5,314.629288139091329
1145,0,1144,5,838.256652848865201
1146,0,1145,5,400.600867975103313
1147,0,1146,5,252.565424437688961
1148,0,1147,5,251.262839189327963
1149,0,1148,5,750.230996107189753
1150,0,1149,5,67.148624810582078
1151,0,1150,5,184.536460543570001
1152,0,1151,5,24.135146195372727
1153,0,1152,5,36.519851715260167
1154,0,1153,5,183.811949068881916
1155,0,1154,5,488.576768797574289
1156,0,1155,5,1700.191434123066756
1157,0,1156,5,3152.062350056790820
1158,0,1157,5,144.503208897952362
1159,0,1158,5,142.619708666828899
1160,0,1159,5,1657.671261110908290
1161,0,1160,5,1662.964091463344403
1162,0,1161,5,796.279963787537099
1163,0,1162,5,787.525371716865266
1164,0,1163,5,2640.126188280924907
1165,0,1164,5,2640.320839398762018
1166,0,1165,5,2452.991086128072766
1167,0,1166,5,2453.405367558818853
1168,0,1167,5,364.843035694717457
1169,0,1168,5,352.457840731457338
1170,0,1169,5,133.352475262454362
1171,0,1170,5,138.133213306826207
1172,0,1171,5,1690.759876184418545
1173,0,1172,5,1694.084392404119626
1174,0,1173,5,1681.462822380210582
1175,0,1174,5,2535.079095831352333
1176,0,1175,5,2541.900639009043061
1177,0,1176,5,2528.015705903910657
1178,0,1177,5,2548.931333481795718
1179,0,1178,5,2524.609841904305995
1180,0,1179,5,2545.553449493093012
1181,0,1180,5,2531.459592221020557
1182,0,1181,5,2552.347003048452734
1183,0,1182,5,41.243709890516904
1184,0,1183,5,56.284123440246105
1185,0,1184,5,68.100878615917694
1186,0,1185,5,83.295657785242071
1187,0,1186,5,97.181516134149490
1188,0,1187,5,104.571448051225730
1189,0,1188,5,94.441197670014219
1190,0,1189,5,80.310084310913140
1191,0,1190,5,65.858009745025512
1192,0,1191,5,50.288173418164746
1193,0,1192,5,2396.910343749474123
1194,0,1193,5,2416.348357431773366
1195,0,1194,5,2438.437648032174820
1196,0,1195,5,2460.538322146414885
1197,0,1196,5,2482.586784520519814
1198,0,1197,5,2521.215343097100231
1199,0,1198,5,2521.161242450540158
1200,0,1199,5,2521.979155858823106
1201,0,1200,5,2522.628854916532873
1202,0,1201,5,2523.264116438049314
1203,0,1202,5,2469.068230198214223
1204,0,1203,5,2445.916005067304923
1205,0,1204,5,673.946578567952088
1206,0,1205,5,656.419346025819209
1207,0,1206,5,640.706730612305819
1208,0,1207,5,625.155824562765247
1209,0,1208,5,605.519679859618122
1210,0,1209,5,585.603044786965484
1211,0,1210,5,561.112793570081749
1212,0,1211,5,539.025844135376929
1213,0,1212,5,523.175512149843939
1214,0,1213,5,492.563585897764540
1215,0,1214,5,482.395287360558143
1216,0,1215,5,464.967285737008467
1217,0,1216,5,449.671628484360156
1218,0,1217,5,567.901789887304062
1219,0,1218,5,550.424319779296752
1220,0,1219,5,525.172225022669522
1221,0,1220,5,517.302932401219550
1222,0,1221,5,521.257876607040771
1223,0,1222,5,527.634963064196199
1224,0,1223,5,541.770114091472578
1225,0,1224,5,550.189181787848042
1226,0,1225,5,495.367054459437156
1227,0,1226,5,476.382658920501513
1228,0,1227,5,462.174691419196449
1229,0,1228,5,450.331288629452445
1230,0,1229,5,458.538262436780940
1231,0,1230,5,468.319571896133880
1232,0,1231,5,477.395572029027846
1233,0,1232,5,428.117470719410846
1234,0,1233,5,411.482515159749710
1235,0,1234,5,410.254224140346651
1236,0,1235,5,366.248381109117020
1237,0,1236,5,344.252373601165118
1238,0,1237,5,321.306710327755411
1239,0,1238,5,306.780503865998867
1240,0,1239,5,292.001423995656921
1241,0,1240,5,265.896767495305596
1242,0,1241,5,256.982120309259074
1243,0,1242,5,223.259853960657182
1244,0,1243,5,298.736047593447552
1245,0,1244,5,327.890843730151573
1246,0,1245,5,356.432535308155707
1247,0,1246,5,370.531997222373263
1248,0,1247,5,313.451709115652648
1249,0,1248,5,321.216286088534275
1250,0,1249,5,301.807211014963684
1251,0,1250,5,275.830425849777839
1252,0,1251,5,245.298214200876885
1253,0,1252,5,205.902393507326309
1254,0,1253,5,188.896083369653041
1255,0,1254,5,137.816432731426374
1256,0,1255,5,116.452661031124876
1257,0,1256,5,97.213069900060276
1258,0,1257,5,137.509319482038848
1259,0,1258,5,172.340534298921568
1260,0,1259,5,202.425498033045329
1261,0,1260,5,235.114925476223959
1262,0,1261,5,267.353240426012007
1263,0,1262,5,263.333174161076045
1264,0,1263,5,244.840818067859175
1265,0,1264,5,205.809866216543526
1266,0,1265,5,182.858293062504089
1267,0,1266,5,344.295373865296369
1268,0,1267,5,325.395419674345874
1269,0,1268,5,306.088276463342766
1270,0,1269,5,276.316228556134206
1271,0,1270,5,226.474989223417793
1272,0,1271,5,264.533315889962296
1273,0,1272,5,282.847466334604405
1274,0,1273,5,241.116311804925431
1275,0,1274,5,177.246140257930335
1276,0,1275,5,140.615674384807676
1277,0,1276,5,121.907183547696647
1278,0,1277,5,129.230780987767986
1279,0,1278,5,162.395434094516048
1280,0,1279,5,150.134436479007690
