X,Y,Island,TMK,Uid,In_2017_CP_zone,BlockBk_ID,BlockGp_ID,Track_ID,Flikr_ID,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,rainfall_in_Rank,Wave_pwr_Rank,OSDS_Density_perAcre_Rank,UserDays_Rank,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,Swim_beach_Rank,Fish_Rank,Coral_Rank,Priority_mean
-157.233481594,21.1775410465,Molokai,251006148,-157.23348_21.17754,,22156,779,295,flk_2367_Maui,3.6688872015550307,23.37345542117536,2.4082023821443013,2.9714656873259253,9.6538558371208,50.06595580524679,16.095683596329696,6.173540463284755,11.08891108891109,40.96857142857142,0,0,100,66,100,28.831235260777678
-157.233466572,21.1757262406,Molokai,251006150,-157.23346_21.17572,,22156,779,295,flk_2353_Maui,3.620086942607909,10.796138129178857,2.4114245580557814,2.9782841679675167,9.54781283302047,50.06595580524679,16.932920930332646,5.278820529489697,3.0969030969030973,17.756,0,0,100,66,100,25.898956466186853
-157.272200937,21.1572614522,Molokai,251007032,-157.27220_21.15726,,22551,779,295,flk_2179_Maui,24.873347707842793,15.09519903545893,2.0632790921554967,2.7215193922694283,39.0041841622821,58.247445655435506,13.340901197907748,2.5946697547382382,1.0989010989010992,27.721666666666664,0,0,0,33,33,16.850740917577202
-157.27072669,21.1532579356,Molokai,251007041,-157.27072_21.15325,,22551,779,295,flk_2175_Maui,9.487824273624085,11.707740227228665,2.076343972421015,2.741751203881371,18.22847282337126,57.70629020635341,13.340901197907748,3.4893896885332962,0.0999000999000999,13.466,0,0,0,33,33,13.222974246214731
-157.267581614,21.1593834472,Molokai,251007053,-157.26758_21.15938,,22551,779,295,flk_2183_Maui,22.72370862329828,14.663623490414215,2.1004115736977877,2.751189780770246,44.40676271512699,57.40388409443099,13.340901197907748,4.384109622328354,2.097902097902098,27.721666666666664,0,0,0,33,0,14.972943990836226
-157.266604184,21.1599320664,Molokai,251007054,-157.26660_21.15993,,22551,779,295,flk_2183_Maui,21.952066815312364,10.252532343655025,2.1083670709042113,2.7572673347299537,29.06716048614712,57.031170715823066,13.340901197907748,4.384109622328354,2.097902097902098,27.721666666666664,0,0,0,33,0,13.580876290091775
-157.261755562,21.1638096991,Molokai,251007064,-157.26175_21.16380,,22551,779,295,flk_2199_Maui,20.18039718928817,48.148754324451595,2.1477887846013415,2.784496041740317,99.73881507652561,56.084887448468365,13.786274645459965,2.5946697547382382,1.0989010989010992,33.221666666666664,100,0,0,33,0,27.519110068722753
-156.987506446,21.078286925,Molokai,254011050,-156.98750_21.07828,,22769,845,318,flk_1868_Maui,23.37480484723318,9.30671102417675,11.53839040487617,17.700990956849434,31.837071840087344,68.0286793854446,100.0,53.59344420867881,2.097902097902098,27.721666666666664,0,0,0,100,33,31.879977428794337
-156.987268011,21.0781928714,Molokai,254011051,-156.98726_21.07819,,22769,845,318,flk_1869_Maui,23.47678240310278,8.768507983402642,11.60348548608058,17.785545860594436,31.85060895724495,68.0286793854446,100.0,52.698724274883745,3.0969030969030973,27.721666666666664,0,0,0,66,33,29.602060274288235
-156.98642297,21.0778990592,Molokai,254011052,-156.98642_21.07789,,22769,845,318,flk_1869_Maui,23.304993657980102,7.281330583753778,11.837359507892291,18.08802075593853,32.12844255496344,68.0286793854446,100.0,51.80400434108869,3.0969030969030973,27.721666666666664,0,0,0,66,33,29.48609337004208
-156.986974119,21.0778138653,Molokai,254011053,-156.98697_21.07781,,22769,845,318,flk_1869_Maui,25.924865256300066,8.077207822351147,11.702735392707215,17.915096817660057,31.9960657029157,68.0286793854446,100.0,52.698724274883745,3.0969030969030973,27.721666666666664,0,0,0,66,33,29.744129627722153
-156.987280454,21.0774492151,Molokai,254011054,-156.98728_21.07744,,22769,845,318,flk_1869_Maui,31.801271595067014,8.407153797083284,11.649713569426071,17.84817130993939,31.59490679011657,68.0286793854446,100.0,52.698724274883745,3.0969030969030973,27.721666666666664,0,0,0,66,33,30.123146032368695
-156.988242736,21.0772078444,Molokai,254011055,-156.98824_21.07720,,22769,845,318,flk_1868_Maui,43.935687668975845,10.337339497254783,11.427582578310357,17.56152035281576,31.465334713861914,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,33.88598248221061
-156.988064454,21.0771311175,Molokai,254011056,-156.98806_21.07713,,22769,845,318,flk_1868_Maui,44.394481872654126,9.820605965243685,11.475390480907592,17.62392402735412,31.465334713861914,68.9650996473078,100.0,55.38288407626893,2.097902097902098,33.221666666666664,0,0,0,100,33,33.829819303211124
-156.988141566,21.077456058,Molokai,254011058,-156.98814_21.07745,,22769,845,318,flk_1868_Maui,37.017328805908065,10.279363060133605,11.43726620562422,17.57304044138415,31.465334713861914,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,33.422307043256836
-156.987960601,21.0779240674,Molokai,254011059,-156.98796_21.07792,,22769,845,318,flk_1868_Maui,28.584029587319048,10.197216698261863,11.45189696232311,17.590175200026582,31.75291758767736,68.9650996473078,100.0,53.59344420867881,2.097902097902098,27.721666666666664,0,0,0,100,33,32.33028991041089
-156.987819598,21.0778262406,Molokai,254011060,-156.98781_21.07782,,22769,845,318,flk_1869_Maui,29.205622734593618,9.766652401673229,11.492368576951375,17.643054792173963,31.868580130062806,68.9650996473078,100.0,53.59344420867881,3.0969030969030973,27.721666666666664,0,0,0,66,33,30.15689281700076
-157.000027112,21.0856257602,Molokai,254012003,-157.00002_21.08562,,22122,789,318,flk_1884_Maui,10.01460035107192,16.740163452859775,8.790230807572215,13.993383860202815,13.737762215725766,61.66620661319102,98.79893532148687,86.69790122642166,4.095904095904095,31.296666666666663,0,0,0,100,66,34.12211697407352
-157.000174736,21.0853946754,Molokai,254012004,-157.00017_21.08539,,22122,789,318,flk_1884_Maui,10.436289219276865,15.645522444669322,8.78158655483577,13.981418236295976,14.068171781460375,64.69260075871016,98.79893532148687,100.0,4.095904095904095,27.721666666666664,0,0,0,100,66,34.94813967195374
-157.000311013,21.0851818564,Molokai,254012005,-157.00031_21.08518,,22122,789,318,flk_1884_Maui,10.854538492534047,14.636642674212426,8.773410098164584,13.970111366290675,14.987420674632709,64.69260075871016,98.79893532148687,95.64464923268649,4.095904095904095,31.296666666666663,0,0,0,100,66,34.91672529208591
-157.000436078,21.0849867855,Molokai,254012006,-157.00043_21.08498,,22122,789,318,flk_1884_Maui,11.265532115586453,13.747996355488306,8.765751734215522,13.959530072909088,15.632491022548944,64.69260075871016,98.79893532148687,95.64464923268649,4.095904095904095,31.296666666666663,0,0,0,100,66,34.92667049174683
-157.00078316,21.0844466168,Molokai,254012009,-157.00078_21.08444,,22122,789,318,flk_1884_Maui,12.56235646119094,11.749752094389311,8.743737273489396,13.92915574838687,17.72893123935597,64.69260075871016,98.79893532148687,100.0,4.095904095904095,27.721666666666664,0,0,0,100,66,35.068202643972015
-157.000896025,21.0842738386,Molokai,254012010,-157.00089_21.08427,,22122,789,318,flk_1884_Maui,13.033634066788125,11.267504717643636,8.736225770817597,13.918799544733155,18.159842874449016,64.69260075871016,98.79893532148687,97.4346306982995,4.095904095904095,31.296666666666663,0,0,0,100,66,35.16231630103325
-156.996283177,21.0848398141,Molokai,254010047,-156.99628_21.08483,,20345,789,318,flk_1886_Maui,9.270344163431751,9.21260055409077,9.387097425207218,14.820797923136015,12.99203290635572,62.639993409506324,98.79893532148687,61.64592361283434,1.0989010989010992,27.721666666666664,0,0,0,100,66,31.57255287210778
-156.996123809,21.0850723767,Molokai,254010048,-156.99612_21.08507,,20345,789,318,flk_1886_Maui,8.904972295284438,9.287569592718885,9.398072704479413,14.835806589995073,12.495554823176265,62.639993409506324,98.79893532148687,61.64592361283434,1.0989010989010992,31.296666666666663,0,0,0,100,66,31.760159741003292
-156.995807577,21.0855403217,Molokai,254010050,-156.99580_21.08554,,20345,789,318,flk_1886_Maui,8.253057280912481,9.99196106825817,9.418705406127643,14.864079343771069,11.529507602247344,59.55325569731329,98.79893532148687,43.75161520327032,1.0989010989010992,31.296666666666663,0,0,0,100,66,30.303778979263665
-156.995880281,21.0863072593,Molokai,254010054,-156.99588_21.08630,,20345,789,318,flk_1886_Maui,7.620122071604209,12.567976402130633,9.358052050658547,14.780727263440083,10.10784985675343,59.55325569731329,98.79893532148687,40.17273546809008,1.0989010989010992,31.296666666666663,0,0,0,100,66,30.09034812646966
-156.987381763,21.0770795421,Molokai,254011003,-156.98738_21.07707,,22769,845,318,flk_1869_Maui,39.39372585524137,8.377129944909111,11.647459993044697,17.846882674734417,31.59490679011657,68.0286793854446,100.0,52.698724274883745,3.0969030969030973,33.221666666666664,0,0,0,66,33,30.993738578796286
-156.987739172,21.0773995083,Molokai,254011005,-156.98773_21.07739,,22769,845,318,flk_1869_Maui,35.414158947993464,9.27349275310089,11.538903174994955,17.705087749578773,31.59490679011657,68.0286793854446,100.0,54.48816414247386,3.0969030969030973,33.221666666666664,0,0,0,66,33,30.890797513818192
-156.988551043,21.0773468225,Molokai,254011009,-156.98855_21.07734,,22769,845,318,flk_1868_Maui,42.98866840736195,11.378650925936737,11.345451638778863,17.454113391689738,31.465334713861914,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,33.87963276663798
-156.988689052,21.0775381173,Molokai,254011010,-156.98868_21.07753,,22769,845,318,flk_1868_Maui,39.32747603969266,12.064981290275771,11.301511433332163,17.396082215498406,31.359039075341748,68.9650996473078,100.0,57.17232394385904,2.097902097902098,33.221666666666664,0,0,0,100,33,33.72707216065842
-156.988815307,21.0778686697,Molokai,254011011,-156.98881_21.07786,,22769,845,318,flk_1868_Maui,33.29967552303213,12.976590104074775,11.252173173872716,17.330435736814824,31.65201532425031,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,33.33821081893235
-157.104582365,21.1657183604,Molokai,252002025,-157.10458_21.16571,,22034,779,295,flk_2439_Maui,2.118478413983045,4.181765982020858,5.87381211639455,4.756065923237561,5.441254914134214,40.5330959542554,8.161117656683519,6.173540463284755,0.0999000999000999,13.466,0,0,0,66,66,14.8536687682596
-157.099027473,21.1644743365,Molokai,252002031,-157.09902_21.16447,,22034,779,295,flk_2440_Maui,2.0504638413476917,6.367595930057424,6.273235989646081,4.886602320497392,5.077157209367715,39.89218192460187,8.161117656683519,9.752402145197557,0.0999000999000999,13.466,0,0,0,66,66,15.20177714115329
-157.104045444,21.1464587085,Molokai,252002058,-157.10404_21.14645,,21097,779,295,flk_2065_Maui,1.426625615604569,5.971874047850692,6.056799059309434,5.0291355196348775,6.458664972929058,44.127450469622374,16.55669466711763,2.5946697547382382,0.0999000999000999,13.466,0,0,0,0,66,11.18585428044713
-157.070054225,21.1489309327,Molokai,252004009,-157.07005_21.14893,,21717,779,295,flk_2068_Maui,1.631136176727396,12.080437786486565,9.942000556420878,5.889406526071423,4.299731609798563,37.665885960878576,42.829284750130775,5.278820529489697,0.0999000999000999,30.3625,0,0,0,0,66,14.40527359972693
-157.071649842,21.1498180976,Molokai,252004010,-157.07164_21.14981,,21717,779,295,flk_2067_Maui,1.6531978512928043,18.087171935578013,9.645732688592028,5.822958601427334,4.323374978656999,38.2425781098785,42.829284750130775,7.068251370446097,0.0999000999000999,13.466,0,0,0,0,66,13.815896692393506
-157.058350643,21.1750547692,Molokai,252017021,-157.05835_21.17505,,21209,829,295,flk_2397_Maui,5.6216972188354335,13.682793764976308,10.228306283865503,5.581050257990058,2.936907359517433,28.369456626423162,8.052302875200885,20.488987190935962,0.0999000999000999,20.066,0,0,0,66,66,16.47516011184299
-157.058946769,21.1762961812,Molokai,252017023,-157.05894_21.17629,,21209,829,295,flk_2397_Maui,6.2650964194094705,17.649715266227258,9.976830640544094,5.537034587695414,2.912886564337975,28.358661490673033,8.052302875200885,16.910107455755732,0.0999000999000999,26.665999999999997,0,0,0,66,66,16.961902359982933
-157.059350829,21.175277901,Molokai,252017024,-157.05935_21.17527,,21209,829,295,flk_2397_Maui,5.709839737103905,21.612716691283623,10.046795191573407,5.552688381845193,2.9363145947238096,28.369456626423162,8.052302875200885,18.699547323345847,0.0999000999000999,26.665999999999997,0,0,0,66,66,17.31637076809333
-157.059278126,21.175756612,Molokai,252017025,-157.05927_21.17575,,21209,829,295,flk_2397_Maui,5.966307969339972,21.845583965101174,9.997031026020938,5.542687083150547,2.915922146603495,28.358661490673033,8.052302875200885,17.804827389550788,0.0999000999000999,30.956,0,0,0,66,66,17.569281603036064
-156.989014681,21.0779571645,Molokai,254011012,-156.98901_21.07795,,22769,845,318,flk_1868_Maui,32.43105749665006,14.01579724259994,11.200479507457144,17.26259247281534,31.652861134865763,68.9650996473078,100.0,56.27760401006398,2.097902097902098,33.221666666666664,0,0,0,100,33,33.34167068508859
-156.988765712,21.0785699932,Molokai,254011013,-156.98876_21.07856,,22769,845,318,flk_1878_Maui,24.279673032742874,13.573748945152635,11.220077608923162,17.28606020487449,31.81102629379896,68.9650996473078,26.67673908922715,55.38288407626893,1.0989010989010992,27.721666666666664,0,0,0,100,33,27.40105844425759
-156.98854563,21.0785632631,Molokai,254011014,-156.98854_21.07856,,22769,845,318,flk_1878_Maui,23.94200201043055,12.59141118099311,11.271659642198896,17.353407494471814,31.88520537598808,68.9650996473078,26.67673908922715,53.59344420867881,1.0989010989010992,27.721666666666664,0,0,0,100,33,27.20663576099093
-156.997276066,21.0852688555,Molokai,254004005,-156.99727_21.08526,,20345,789,318,flk_1886_Maui,9.330588602463989,10.640859925362273,9.208324146967678,14.574322731419926,12.696139540353657,63.672606798386475,98.79893532148687,88.48734109401177,1.0989010989010992,31.296666666666663,0,0,0,100,66,33.72031239506803
-156.997387603,21.0847653817,Molokai,254004006,-156.99738_21.08476,,20345,789,318,flk_1886_Maui,10.091066626189916,9.486011112496442,9.220312019729354,14.591086064548811,14.047736091156413,63.672606798386475,98.79893532148687,93.85557945707868,1.0989010989010992,27.721666666666664,0,0,0,100,66,33.90559341710938
-156.997750829,21.0842126057,Molokai,254004008,-156.99775_21.08421,,20345,789,318,flk_1886_Maui,11.258316336802821,8.621171737936411,9.195647617476222,14.557370551118233,15.67570912509927,63.672606798386475,98.79893532148687,93.85557945707868,1.0989010989010992,31.296666666666663,0,0,0,100,66,34.268726980730186
-156.998017463,21.0840008134,Molokai,254004009,-156.99801_21.08400,,20345,789,318,flk_1886_Maui,11.875993889064212,8.366464244298188,9.166498272877215,14.517260116356201,15.977135703609473,63.672606798386475,98.79893532148687,100.0,1.0989010989010992,27.721666666666664,0,0,0,100,66,34.47969747410976
-156.998198052,21.0837156652,Molokai,254004010,-156.99819_21.08371,,20345,789,318,flk_1886_Maui,12.660849456607771,7.975405660793629,9.154077365283971,14.500339746458915,16.75894171305843,63.672606798386475,98.79893532148687,100.0,1.0989010989010992,31.296666666666663,0,0,0,100,66,34.794448255176256
-157.081502551,21.1558988675,Molokai,252004105,-157.08150_21.15589,,22794,779,295,flk_2440_Maui,1.8377865661552626,65.2087057568109,8.098752778364462,5.432380108293133,4.719335260563867,38.07524941509453,8.161117656683519,9.752402145197557,0.0999000999000999,25.0,0,0,0,66,66,19.892375319137557
-157.083498515,21.1544647145,Molokai,252004124,-157.08349_21.15446,,22794,779,295,flk_2466_Maui,1.7445612085891842,100.0,7.882930490258828,5.407959116222629,4.847260794514885,39.328128179712415,8.161117656683519,7.962971304241156,0.0999000999000999,31.406666666666666,0,0,0,66,66,22.589433034452625
-157.115489188,21.1797584875,Molokai,252005014,-157.11548_21.17975,,20371,829,295,flk_2466_Maui,3.9889644501537784,26.926387129674822,5.0444593155367405,4.376288335336965,5.697940286149263,41.06206230322796,8.161117656683519,3.4893896885332962,0.0999000999000999,13.466,0,0,0,66,66,16.287500617679765
-157.113536197,21.1803070282,Molokai,252005042,-157.11353_21.18030,,20371,829,295,flk_2466_Maui,4.240301697978827,11.060648457984916,5.124248482986633,4.401661780480244,5.321076528553895,40.562986666666504,8.161117656683519,5.278820529489697,0.0999000999000999,13.466,0,0,0,66,66,15.314450793381623
-157.082033542,21.1842466353,Molokai,252006057,-157.08203_21.18424,,23018,829,295,flk_2415_Maui,9.586687713683412,66.37011534140336,6.889644842962101,4.897120952792422,4.692540951671571,33.65706243441179,8.394352082107288,4.384109622328354,1.0989010989010992,26.665999999999997,0,0,0,66,33,17.709102336017427
-157.083591488,21.1845811314,Molokai,252006058,-157.08359_21.18458,,23018,829,295,flk_2432_Maui,9.358872190382076,20.4698507969611,6.756861030451389,4.8623251667848155,4.694794993133471,34.16857304890569,8.394352082107288,3.4893896885332962,0.0999000999000999,30.956,0,0,0,66,33,14.816727939810615
-157.085432419,21.1810442246,Molokai,252006059,-157.08543_21.18104,,22801,829,295,flk_2431_Maui,5.887278258013249,7.392873899943699,6.788060390717662,4.889869616927528,4.355383066082547,34.86640957078735,8.394352082107288,8.8576822114025,0.0999000999000999,13.466,0,0,0,66,33,12.933187279725463
-157.065449614,21.1589220401,Molokai,252007068,-157.06544_21.15892,,21334,779,295,flk_2445_Maui,2.2606374126194133,8.556204224518051,10.543083334117078,5.793123576886841,3.68389445941723,33.170476071194926,7.844831955511869,5.278820529489697,0.0999000999000999,13.466,0,0,0,100,33,14.91313144424368
-156.954893588,21.0666291332,Molokai,254013010,-156.95489_21.06662,,20152,845,318,flk_1830_Maui,77.92760261939652,6.364123665263534,43.687179829383155,48.25071444807483,31.297751292141267,70.26155426151588,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,0,0,0,100,66,40.30836459200477
-156.955082892,21.0666486772,Molokai,254013011,-156.95508_21.06664,,20152,845,318,flk_1830_Maui,79.32394915725523,6.530086730388494,43.06638861118496,47.79811974569631,31.114899415269676,70.26155426151588,100.0,26.752026727501363,0.0999000999000999,27.721666666666664,33,0,0,100,66,42.111239427691906
-156.955312557,21.0666643802,Molokai,254013012,-156.95531_21.06666,,20152,845,318,flk_1830_Maui,81.28854974625155,6.736270694512177,42.324289558275844,47.25860238933665,31.114899415269676,70.26155426151588,100.0,26.752026727501363,0.0999000999000999,27.721666666666664,0,0,0,100,66,39.97051730394866
-156.955922554,21.0666887149,Molokai,254013015,-156.95592_21.06668,,20152,845,318,flk_1830_Maui,79.36841555603266,7.308276166199444,40.44320041033857,45.879537766044734,30.93933919713003,70.26155426151588,100.0,18.699547323345847,0.0999000999000999,38.721666666666664,0,0,0,100,66,39.84809582981159
-156.95629995,21.0666927661,Molokai,254013017,-156.95629_21.06669,,20152,845,318,flk_1830_Maui,73.91952930090736,7.670313108128919,39.34536853526807,45.06405246480703,30.93933919713003,70.62385652235855,100.0,16.015387521960673,0.0999000999000999,38.721666666666664,0,0,0,100,66,39.226627561141825
-156.954620979,21.0673321532,Molokai,254013018,-156.95462_21.06733,,20336,845,318,flk_1830_Maui,40.559731469051904,6.6948276699519065,45.43267671169628,48.996610746587535,31.688520019174284,70.26155426151588,100.0,32.12025606393456,0.0999000999000999,27.721666666666664,0,0,0,100,66,37.971716247231946
-156.952654957,21.0669199527,Molokai,254013022,-156.95265_21.06691,,20336,845,318,flk_1831_Maui,37.094854983116726,8.285016053538953,53.474362199382895,54.456926130173514,32.12608789240959,70.56087584798298,100.0,31.225536130139506,0.0999000999000999,33.221666666666664,0,0,0,100,66,39.1030150668874
-156.953645807,21.066466495,Molokai,254013023,-156.95364_21.06646,,20152,845,318,flk_1831_Maui,71.5278993115683,7.589117032133838,48.09495716899359,51.44343607572968,31.474131167843026,70.56087584798298,100.0,33.01497599772962,0.0999000999000999,27.721666666666664,33,0,0,100,66,42.70179729123652
-157.287564805,21.1413597217,Molokai,251008035,-157.28756_21.14135,,22551,779,295,flk_2150_Maui,30.56552728598787,41.010910060000185,1.9469016215876545,2.6416310501920823,100.0,61.165653250539755,13.325548297827613,2.5946697547382382,9.090909090909092,27.721666666666664,100,0,100,33,0,34.870894471896605
-157.074437175,21.1502743075,Molokai,252004011,-157.07443_21.15027,,21717,779,295,flk_2066_Maui,1.6392250380888522,27.492203654657608,9.174171655989849,5.732977010512708,4.374974901510743,38.82811300706652,16.55669466711763,7.068251370446097,0.0999000999000999,13.466,0,0,0,0,66,12.695500760352672
-157.063739848,21.1645463616,Molokai,252007009,-157.06373_21.16454,,21334,779,295,flk_2430_Maui,2.861915268415381,87.07862403033396,10.46566109484666,5.705247942017837,3.5525666279281083,30.488639136213347,8.394352082107288,12.436507786780442,0.0999000999000999,31.406666666666666,0,0,0,66,33,19.432672049013988
