,BlockBk_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
30,20408,97.67139789115313,7,66.44333333333333,213.85714285714286,0.0,34.473538792200905,116.22319905106089,120.8714197973384,45.871297753963276,33.242352505124686,349.8428211344787,86.04606294285394,0.0,0.19980019980019983,99.0,99.0,200.0,False,Low,3.0
35,20418,143.95812537323607,12,69.72500000000001,300.0,0.0,293.40866848753177,31.022026510490765,139.48859082310784,57.18658752887205,70.30534901721612,400.0,220.04035353601796,0.0,4.695304695304695,274.5,99.0,200.0,False,High,1.0
36,20510,80.80834794390265,8,48.574642857142855,0.0,0.0,42.81123895350647,28.187225041129356,118.90650847579738,46.83691778796241,35.84010681861082,128.8197245716894,56.4565469603935,0.0,7.692307692307692,300.0,198.0,200.0,False,Low,3.0
39,20641,44.91859718855118,6,22.776666666666667,0.0,0.0,15.751456131753963,54.979827528992246,76.73787768198142,29.744705639553604,18.717336030056316,20.680767081263873,19.32585394168353,0.0,0.1998001998001998,300.0,99.0,15.864666926515719,False,Low,3.0
44,20720,52.243797334491546,9,45.39296296296296,0.0,0.0,18.03807142975001,103.10446441506456,57.88400139983423,51.35092064479524,22.42931537209635,12.695910941168474,81.55828443015558,0.0,0.8658008658008659,198.0,176.0,16.337227555744967,False,Low,3.0
50,20813,61.450991265275725,63,59.92873771730909,0.0,2.380952380952381,14.489239485839292,51.76105308619046,38.64242338576235,154.2360963635812,29.730058391332978,6.2862375022327175,257.6610105418942,0.0,0.1998001998001997,74.28571428571429,128.85714285714286,103.30640278138422,False,Low,3.0
51,20814,52.33232922234719,12,52.8452380952381,0.0,0.0,10.62492250841099,38.56741564924783,43.591658805602805,138.82639146671744,28.680605830757255,7.038058473378785,49.746180379538664,0.0,0.19980019980019978,300.0,99.0,15.864666926515723,False,Low,3.0
57,20989,39.34031475885794,12,47.15999999999999,0.0,0.0,16.514719791518413,40.06163140715546,66.6939385917991,38.64713341696619,20.589026436735512,15.565405276616561,30.658916424509925,0.0,0.5328005328005329,198.0,99.0,16.681149504767422,False,Low,3.0
59,21181,139.04926224708882,23,73.61724637681162,300.0,0.0,143.3237718952112,179.61301273720434,139.13258326432896,38.03172885386138,49.25399646900364,400.0,157.89004562304194,0.0,8.27867784389523,300.0,99.0,197.59787064297376,False,High,1.0
60,21183,104.8854041916906,18,63.82179894179894,83.33333333333333,0.0,59.632201653927495,41.524240824619056,134.9253144046897,50.243345841493785,285.2509076351971,217.34887140735844,35.231906863799274,0.0,8.635808635808637,99.0,294.3333333333333,200.0,False,Medium,2.0
61,21209,48.8525236169365,17,44.87647058823528,0.0,0.0,29.21574018228132,52.6747130658785,57.87804520364609,47.485207495130325,21.801108942173112,11.934778106501087,54.58816914856882,0.0,0.19980019980019975,198.0,198.0,16.13382132183259,False,Low,3.0
62,21211,42.94360447242231,8,26.35166666666667,0.0,0.0,10.70735022414779,18.359253767030776,81.31866193930992,27.658525890272948,18.390850444124734,19.230640659897613,29.61508198171692,0.0,0.1998001998001998,198.0,198.0,16.322235313367035,False,Low,3.0
64,21213,43.466169677987494,9,46.038148148148146,0.0,0.0,18.602799781623432,94.83170442240849,62.12499068829781,42.878568844871815,21.23612869373257,14.489513652213686,27.080054965394577,0.0,0.1998001998001998,198.0,110.0,16.51083577332166,False,Low,3.0
70,21334,50.242373871862476,19,43.46007518796991,0.0,0.0,10.826024914988762,139.20115256602534,61.421327251641586,56.44367835220728,23.25457890942533,13.560990379168615,43.71862284545514,0.0,0.19980019980019975,246.31578947368422,99.0,16.23356799757074,False,Low,3.0
72,21424,131.10268248221368,8,54.525535714285716,112.5,56.25,62.13479951741275,141.51011838922113,135.90420884220634,332.4777616452352,304.27331884124635,188.82552251154792,17.98378095056134,0.0,1.698301698301699,173.625,236.25,148.58188912318656,False,High,1.0
73,21427,116.85319036750295,7,66.44333333333333,300.0,0.0,79.25265811670705,83.65878033507549,39.5300050595314,115.26197153267744,148.34699325966508,400.0,27.250476192362417,0.0,1.3415156272299134,198.0,99.0,194.71212205596203,False,Medium,2.0
74,21429,137.53580477560456,11,74.44333333333334,300.0,0.0,215.48268817074924,77.50501535022819,142.406908728457,72.40811863560977,85.62801180616701,400.0,49.42082868553855,145.45454545454547,3.2876214694396513,198.0,99.0,200.0,False,High,1.0
75,21431,100.77844902519425,19,53.61598997493734,5.2105263157894735,0.0,61.69351604629759,38.50432590489042,131.36603945108658,43.20727418977485,55.14588127982146,99.4757977249139,319.6677056556199,0.0,8.191808191808189,300.0,198.0,197.59787064297373,False,Medium,2.0
77,21498,119.23523541138348,26,51.344285714285704,92.1923076923077,0.0,85.05249660974762,22.70226341771738,133.70351134397004,44.454438851147714,56.54622167528162,204.93286166321363,398.4212392098415,0.0,3.5810343502651207,300.0,198.0,197.59787064297382,False,Medium,2.0
78,21506,114.92531255952497,31,68.16430107526882,64.06451612903226,0.0,93.99245714306444,80.19167965138489,50.346103793459,245.87401180056798,261.1132936878975,252.41862883020957,96.38683059928553,0.0,1.1665753601237472,207.96774193548387,102.19354838709677,200.0,False,Medium,2.0
83,21596,80.89339538396453,29,60.72198686371101,71.89655172413794,0.0,30.565262531753348,75.66978192790562,117.75223638701371,47.17062234940328,34.11269100003628,236.85201231878946,68.50435160520195,0.0,3.50683798959661,182.17241379310346,139.9655172413793,144.51066502743595,False,Low,3.0
90,21768,146.98912686508578,16,77.44333333333336,300.0,0.0,233.22879778176127,209.47932937071096,140.68547810223583,37.69151008785782,48.77603308682669,400.0,151.74374137977765,0.0,9.190809190809189,300.0,99.0,197.59787064297373,False,High,1.0
99,21894,41.7899081531042,6,44.776666666666664,0.0,0.0,13.075802580779774,37.942533415596124,59.99428739872781,51.760737494353265,22.63972811165057,13.57998134696579,67.64048857170087,0.0,1.8648018648018654,198.0,99.0,16.57359484532027,False,Low,3.0
100,21897,63.21496358427986,33,61.32285714285714,0.0,86.36363636363636,12.39994589110118,41.55077127283711,39.03341471672474,149.38547685478076,30.19799746660981,6.2716073650317075,168.39087117651187,0.0,0.1998001998001999,18.0,195.0,140.10807531430672,False,Low,3.0
104,22114,115.02271119266342,8,68.23083333333332,225.0,0.0,351.0200747973985,56.8469499622952,29.045643388662466,30.605462669568944,112.28965256864217,400.0,45.272601650025834,0.0,15.184815184815186,198.0,198.0,75.16526521489074,False,Medium,2.0
107,22119,133.21730069447995,13,66.99333333333334,300.0,0.0,220.93634366231896,145.88480622198196,140.09694440060454,53.35528686869434,66.26252117513816,400.0,135.36356608844102,0.0,5.7327288096518885,300.0,99.0,64.63397985703476,False,High,1.0
108,22121,98.77970496807015,16,49.34071428571429,0.0,0.0,41.11136618862826,35.32300553201911,125.4348949035777,45.20913721646834,57.3756906310088,53.77174525417444,376.3333476686852,0.0,2.197802197802198,300.0,198.0,197.59787064297373,False,Low,3.0
109,22122,106.79427081657371,34,51.744467787114836,20.558823529411764,0.0,66.7760324346882,31.848046000588116,132.39324870986368,43.75016335765898,55.75566848758538,120.07334122469541,375.7534747640414,0.0,7.662925309984127,300.0,198.0,197.5978706429739,False,Medium,2.0
118,22551,87.23657117671537,95,38.913503759398466,14.68421052631579,0.0,76.60456019138914,67.29144009224176,101.18072587238174,11.305600322989681,11.356628409926438,159.00419109265766,160.38951920264532,149.47368421052633,41.3586413586413,188.62105263157895,256.4526315789474,31.91217840109037,False,Low,3.0
120,22764,130.46772293644617,23,59.05898550724638,265.17391304347825,0.0,171.01117953887203,118.20973856606739,72.85317346077996,167.707225690642,172.6346286575979,383.36608583874244,55.347876400827225,0.0,6.280675845893237,185.08695652173913,111.91304347826087,200.0,False,High,1.0
121,22769,101.96269369849497,38,53.357568922305774,70.97368421052632,0.0,109.74566371921618,29.78855348308701,135.97975041332396,57.52487364561173,70.63187273222006,240.92940973133764,213.71455576940502,0.0,4.669015195330982,262.42105263157896,99.0,180.70440502348083,False,Medium,2.0
124,22794,52.11151039705599,10,40.614380952380955,0.0,0.0,7.463735671092823,130.22138243233113,76.57236556753148,40.23680874682344,21.665345245125895,18.330457545477906,33.28341479796417,0.0,0.19980019980019978,228.6,168.3,16.18496479731164,False,Low,3.0
126,22801,38.529846208498114,10,23.491666666666667,0.0,0.0,23.118606282278048,19.344100019902086,70.66122195159696,33.047709929936026,19.365900753216714,17.171741585531052,37.5780496249676,0.0,0.19980019980019978,218.4,99.0,16.568896113576407,False,Low,3.0
136,23021,54.48660505129321,57,44.81035087719299,0.0,0.0,12.86335014850452,118.46303823010082,55.92608424101782,63.51844032122353,23.775122339971833,11.91081556760409,143.23609567317098,0.0,1.426643531906689,199.78947368421052,125.05263157894737,16.52702957554685,False,Low,3.0
149,23594,50.492525269590615,23,46.419130434782595,0.0,0.0,15.51080163798325,81.86958617450954,57.43467237302063,54.64438585280869,22.85820225232275,12.503256365258013,95.6489734158469,0.0,1.1553663727576773,198.0,154.95652173913044,16.386982425438877,False,Low,3.0
153,23735,120.91017657682126,9,65.14703703703702,300.0,0.0,169.97434959112059,67.6032443621297,128.29972910941544,42.58803713436411,34.315301359219944,400.0,49.74617978167864,0.0,4.63980463980464,210.66666666666666,154.0,186.6722989708821,False,Medium,2.0
154,23739,129.3164222391138,7,50.43510204081633,128.14285714285714,0.0,106.17243704625784,20.522671368800612,135.1505737423093,45.228240253250874,57.41270727537438,303.8631209170144,395.02295095925,0.0,2.1978021978021984,300.0,198.0,197.59787064297373,False,High,1.0
