,FID,TMK,OSDS_QTY,CLASS_I,CLASS_II,CLASS_III,CLASS_IV,EFFLUENT,N_FLUX,P_FLUX,SOURCE,NO_STRUCT,TTL_BDRMS,NO_BATH,X,Y,Island,OSDS_TYP,B_ROOMS,BATHS,Class_type,commercial,type,OSDS_QTY_calc
13,13,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009700768,21.1590048386,Molokai,Cesspool,0.0,0.0, , , ,0.0
14,14,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009832828,21.1588370866,Molokai,Cesspool,0.0,0.0, , , ,0.0
15,15,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009943473,21.1586621962,Molokai,Cesspool,0.0,0.0, , , ,0.0
16,16,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.010146917,21.1585194285,Molokai,Cesspool,0.0,0.0, , , ,0.0
17,17,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.01039676,21.1582338932,Molokai,Cesspool,0.0,0.0, , , ,0.0
18,18,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.010239716,21.1581803554,Molokai,Cesspool,0.0,0.0, , , ,0.0
19,19,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.010029133,21.1581018331,Molokai,Cesspool,0.0,0.0, , , ,0.0
20,20,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009829259,21.1580304493,Molokai,Cesspool,0.0,0.0, , , ,0.0
21,21,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009611538,21.1579554963,Molokai,Cesspool,0.0,0.0, , , ,0.0
22,22,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009615107,21.1584730291,Molokai,Cesspool,0.0,0.0, , , ,0.0
23,23,252014059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.009504462,21.158658627,Molokai,Cesspool,0.0,0.0, , , ,0.0
24,24,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.242287955,21.1851830598,Molokai,Cesspool,0.0,0.0, , , ,0.0
25,25,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.242459276,21.1851973365,Molokai,Cesspool,0.0,0.0, , , ,0.0
26,26,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.242573491,21.1853401042,Molokai,Cesspool,0.0,0.0, , , ,0.0
27,27,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24270674,21.1854162469,Molokai,Cesspool,0.0,0.0, , , ,0.0
28,28,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.242887579,21.1854685951,Molokai,Cesspool,0.0,0.0, , , ,0.0
29,29,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243077936,21.1854971486,Molokai,Cesspool,0.0,0.0, , , ,0.0
30,30,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243396784,21.1852687203,Molokai,Cesspool,0.0,0.0, , , ,0.0
31,31,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243577623,21.1853924523,Molokai,Cesspool,0.0,0.0, , , ,0.0
32,32,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243734668,21.1854019702,Molokai,Cesspool,0.0,0.0, , , ,0.0
33,33,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244024962,21.1854590772,Molokai,Cesspool,0.0,0.0, , , ,0.0
34,34,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244015444,21.1858207553,Molokai,Cesspool,0.0,0.0, , , ,0.0
35,35,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244153453,21.185958764,Molokai,Cesspool,0.0,0.0, , , ,0.0
36,36,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244286702,21.1860349068,Molokai,Cesspool,0.0,0.0, , , ,0.0
37,37,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24314932,21.1859254516,Molokai,Cesspool,0.0,0.0, , , ,0.0
38,38,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243311123,21.1859730408,Molokai,Cesspool,0.0,0.0, , , ,0.0
39,39,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24354907,21.18602063,Molokai,Cesspool,0.0,0.0, , , ,0.0
40,40,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243601418,21.1861586388,Molokai,Cesspool,0.0,0.0, , , ,0.0
41,41,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243534793,21.1863632724,Molokai,Cesspool,0.0,0.0, , , ,0.0
42,42,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243453891,21.1865821828,Molokai,Cesspool,0.0,0.0, , , ,0.0
43,43,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243315882,21.1866107364,Molokai,Cesspool,0.0,0.0, , , ,0.0
44,44,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243230222,21.1867154326,Molokai,Cesspool,0.0,0.0, , , ,0.0
45,45,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243763221,21.1872103605,Molokai,Cesspool,0.0,0.0, , , ,0.0
46,46,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243905989,21.187367405,Molokai,Cesspool,0.0,0.0, , , ,0.0
47,47,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244063033,21.1873245747,Molokai,Cesspool,0.0,0.0, , , ,0.0
48,48,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244196283,21.1872865033,Molokai,Cesspool,0.0,0.0, , , ,0.0
49,49,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244110622,21.1868344057,Molokai,Cesspool,0.0,0.0, , , ,0.0
50,50,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244020203,21.1866868791,Molokai,Cesspool,0.0,0.0, , , ,0.0
51,51,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.243939301,21.186572665,Molokai,Cesspool,0.0,0.0, , , ,0.0
52,52,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244415193,21.1872579497,Molokai,Cesspool,0.0,0.0, , , ,0.0
53,53,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244576997,21.1872722265,Molokai,Cesspool,0.0,0.0, , , ,0.0
54,54,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.244886327,21.1854210059,Molokai,Cesspool,0.0,0.0, , , ,0.0
55,55,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245286076,21.1855542557,Molokai,Cesspool,0.0,0.0, , , ,0.0
56,56,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245566853,21.1854352826,Molokai,Cesspool,0.0,0.0, , , ,0.0
57,57,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245838111,21.185292515,Molokai,Cesspool,0.0,0.0, , , ,0.0
58,58,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246047504,21.1850736045,Molokai,Cesspool,0.0,0.0, , , ,0.0
59,59,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246066539,21.1855114254,Molokai,Cesspool,0.0,0.0, , , ,0.0
60,60,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246180753,21.1858968981,Molokai,Cesspool,0.0,0.0, , , ,0.0
61,61,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246204548,21.1860587014,Molokai,Cesspool,0.0,0.0, , , ,0.0
62,62,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246409182,21.186510799,Molokai,Cesspool,0.0,0.0, , , ,0.0
63,63,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245681067,21.1864632098,Molokai,Cesspool,0.0,0.0, , , ,0.0
64,64,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24540029,21.1864441741,Molokai,Cesspool,0.0,0.0, , , ,0.0
65,65,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245186139,21.1861205674,Molokai,Cesspool,0.0,0.0, , , ,0.0
66,66,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24513855,21.1858112375,Molokai,Cesspool,0.0,0.0, , , ,0.0
67,67,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245514504,21.1866726023,Molokai,Cesspool,0.0,0.0, , , ,0.0
68,68,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245433603,21.1869486198,Molokai,Cesspool,0.0,0.0, , , ,0.0
69,69,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245638236,21.1872769854,Molokai,Cesspool,0.0,0.0, , , ,0.0
70,70,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.2458857,21.1874149942,Molokai,Cesspool,0.0,0.0, , , ,0.0
71,71,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246180753,21.1874340299,Molokai,Cesspool,0.0,0.0, , , ,0.0
72,72,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246566226,21.1874340299,Molokai,Cesspool,0.0,0.0, , , ,0.0
73,73,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246708994,21.1867868165,Molokai,Cesspool,0.0,0.0, , , ,0.0
74,74,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247201542,21.1870366599,Molokai,Cesspool,0.0,0.0, , , ,0.0
75,75,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247451386,21.1872936417,Molokai,Cesspool,0.0,0.0, , , ,0.0
76,76,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247615568,21.1875077932,Molokai,Cesspool,0.0,0.0, , , ,0.0
77,77,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247008806,21.1883358456,Molokai,Cesspool,0.0,0.0, , , ,0.0
78,78,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24668044,21.1882716001,Molokai,Cesspool,0.0,0.0, , , ,0.0
79,79,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246402043,21.1881930779,Molokai,Cesspool,0.0,0.0, , , ,0.0
80,80,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246080816,21.1881930779,Molokai,Cesspool,0.0,0.0, , , ,0.0
81,81,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245745312,21.1883144304,Molokai,Cesspool,0.0,0.0, , , ,0.0
82,82,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245731035,21.1886356577,Molokai,Cesspool,0.0,0.0, , , ,0.0
83,83,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245866665,21.1889711617,Molokai,Cesspool,0.0,0.0, , , ,0.0
84,84,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246244999,21.1889497465,Molokai,Cesspool,0.0,0.0, , , ,0.0
85,85,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246473427,21.1888926395,Molokai,Cesspool,0.0,0.0, , , ,0.0
86,86,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24497278,21.1904035972,Molokai,Cesspool,0.0,0.0, , , ,0.0
87,87,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245115548,21.1901680306,Molokai,Cesspool,0.0,0.0, , , ,0.0
88,88,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245279731,21.1899645866,Molokai,Cesspool,0.0,0.0, , , ,0.0
89,89,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245572405,21.1900181245,Molokai,Cesspool,0.0,0.0, , , ,0.0
90,90,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246043538,21.1899003412,Molokai,Cesspool,0.0,0.0, , , ,0.0
91,91,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245740157,21.1905285189,Molokai,Cesspool,0.0,0.0, , , ,0.0
92,92,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.245647358,21.1911816809,Molokai,Cesspool,0.0,0.0, , , ,0.0
93,93,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246064953,21.1911959577,Molokai,Cesspool,0.0,0.0, , , ,0.0
94,94,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246661008,21.1910531901,Molokai,Cesspool,0.0,0.0, , , ,0.0
95,95,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.24700722,21.1909853754,Molokai,Cesspool,0.0,0.0, , , ,0.0
96,96,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247142849,21.1907747931,Molokai,Cesspool,0.0,0.0, , , ,0.0
97,97,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.247042911,21.1905035346,Molokai,Cesspool,0.0,0.0, , , ,0.0
98,98,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246725253,21.1904143048,Molokai,Cesspool,0.0,0.0, , , ,0.0
99,99,251003011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exploded,0.0,0.0,0.0,-157.246835898,21.1901644614,Molokai,Cesspool,0.0,0.0, , , ,0.0
