,Uid,Flikr_ID,Flikr_X,Flikr_Y
77,-157.08543_21.18104,flk_2431_Maui,-157.086104793,21.1918636599
78,-157.06544_21.15892,flk_2445_Maui,-157.098112111,21.1942571978
79,-156.95489_21.06662,flk_1830_Maui,0.0,0.0
80,-156.95508_21.06664,flk_1830_Maui,0.0,0.0
81,-156.95531_21.06666,flk_1830_Maui,0.0,0.0
82,-156.95592_21.06668,flk_1830_Maui,0.0,0.0
83,-156.95629_21.06669,flk_1830_Maui,0.0,0.0
84,-156.95462_21.06733,flk_1830_Maui,-156.955416469,21.066153209
85,-156.95265_21.06691,flk_1831_Maui,-156.953011456,21.0661242238
86,-156.95364_21.06646,flk_1831_Maui,-156.953011456,21.0661242238
87,-157.28756_21.14135,flk_2150_Maui,-157.291329515,21.1421272197
88,-157.07443_21.15027,flk_2066_Maui,-157.108917022,21.1018022815
89,-157.06373_21.16454,flk_2430_Maui,-157.088512029,21.191890914
90,-157.07261_21.16906,flk_2432_Maui,-157.083697561,21.1918363715
91,-157.07323_21.17329,flk_2417_Maui,-157.076505112,21.1894967189
92,-157.07480_21.17363,flk_2417_Maui,-157.076505112,21.1894967189
93,-157.07637_21.17397,flk_2416_Maui,-157.078912296,21.1895241068
94,-157.07803_21.17374,flk_2432_Maui,-157.083697561,21.1918363715
95,-157.07948_21.17452,flk_2433_Maui,-157.081290334,21.1918090489
96,-157.08099_21.17490,flk_2430_Maui,-157.088512029,21.191890914
97,-157.08246_21.17534,flk_2431_Maui,-157.086104793,21.1918636599
98,-157.06868_21.17164,flk_2418_Maui,-157.074097933,21.1894692967
99,-157.06922_21.16945,flk_2416_Maui,-157.078912296,21.1895241068
100,-157.07747_21.17752,flk_2417_Maui,-157.076505112,21.1894967189
101,-157.07009_21.16708,flk_2432_Maui,-157.083697561,21.1918363715
102,-157.07035_21.16475,flk_2430_Maui,-157.088512029,21.191890914
103,-157.07058_21.16381,flk_2448_Maui,-157.09089026,21.1941757344
104,-157.07134_21.16069,flk_2445_Maui,-157.098112111,21.1942571978
105,-157.07103_21.15953,flk_2468_Maui,-157.100490537,21.1965418964
106,-157.07140_21.15960,flk_2468_Maui,-157.100490537,21.1965418964
107,-157.07178_21.15969,flk_2445_Maui,-157.098112111,21.1942571978
108,-157.07216_21.15976,flk_2445_Maui,-157.098112111,21.1942571978
109,-157.07218_21.16387,flk_2446_Maui,-157.095704824,21.1942300776
110,-157.07375_21.16420,flk_2448_Maui,-157.09089026,21.1941757344
111,-157.07646_21.16490,flk_2446_Maui,-157.095704824,21.1942300776
112,-157.07593_21.16877,flk_2430_Maui,-157.088512029,21.191890914
113,-157.07941_21.16132,flk_2468_Maui,-157.100490537,21.1965418964
114,-157.08003_21.16555,flk_2445_Maui,-157.098112111,21.1942571978
115,-157.08252_21.16217,flk_2467_Maui,-157.102897868,21.1965689513
116,-157.08066_21.16978,flk_2448_Maui,-157.09089026,21.1941757344
117,-157.08318_21.16622,flk_2468_Maui,-157.100490537,21.1965418964
118,-156.86999_21.05081,flk_1762_Maui,0.0,0.0
119,-156.87096_21.05074,flk_1762_Maui,-156.871436195,21.0515745073
120,-157.00100_21.08410,flk_1884_Maui,-157.003336682,21.0802708527
121,-157.00110_21.08394,flk_1884_Maui,-157.003336682,21.0802708527
122,-157.00130_21.08364,flk_1884_Maui,-157.003336682,21.0802708527
123,-157.00150_21.08333,flk_1884_Maui,-157.003336682,21.0802708527
124,-157.00160_21.08317,flk_1884_Maui,-157.003336682,21.0802708527
125,-157.00170_21.08302,flk_1884_Maui,-157.003336682,21.0802708527
126,-157.00180_21.08287,flk_1884_Maui,-157.003336682,21.0802708527
127,-157.00210_21.08241,flk_1884_Maui,-157.003336682,21.0802708527
128,-157.00220_21.08225,flk_1884_Maui,-157.003336682,21.0802708527
129,-157.00227_21.08189,flk_1884_Maui,-157.003336682,21.0802708527
130,-157.00318_21.08174,flk_1884_Maui,-157.003336682,21.0802708527
131,-157.00341_21.08185,flk_1884_Maui,-157.003336682,21.0802708527
132,-157.00309_21.08224,flk_1884_Maui,-157.003336682,21.0802708527
133,-157.09556_21.14667,flk_2065_Maui,-157.111322835,21.1018291017
134,-157.12755_21.14364,flk_2044_Maui,-157.123380335,21.0997050237
135,-157.11619_21.15212,flk_2486_Maui,-157.126942925,21.1990952617
136,-157.09711_21.16406,flk_2441_Maui,-157.107741299,21.1943653361
137,-157.10089_21.16492,flk_2440_Maui,-157.110148605,21.194392285
138,-157.07593_21.15079,flk_2065_Maui,-157.111322835,21.1018291017
139,-157.07827_21.15148,flk_2047_Maui,-157.11616296,21.0996249816
140,-157.06701_21.15771,flk_2468_Maui,-157.100490537,21.1965418964
141,-157.06861_21.15797,flk_2468_Maui,-157.100490537,21.1965418964
142,-157.07200_21.15066,flk_2065_Maui,-157.111322835,21.1018291017
143,-157.07194_21.15851,flk_2468_Maui,-157.100490537,21.1965418964
144,-157.07360_21.15888,flk_2468_Maui,-157.100490537,21.1965418964
145,-157.07527_21.15923,flk_2467_Maui,-157.102897868,21.1965689513
146,-157.07867_21.15249,flk_2466_Maui,-157.114934583,21.1967037116
147,-157.08341_21.15778,flk_2441_Maui,-157.107741299,21.1943653361
148,-157.08080_21.15855,flk_2467_Maui,-157.102897868,21.1965689513
149,-157.08163_21.16030,flk_2467_Maui,-157.102897868,21.1965689513
150,-157.08261_21.16087,flk_2467_Maui,-157.102897868,21.1965689513
151,-157.09087_21.16281,flk_2442_Maui,-157.105333996,21.1943383529
152,-157.09301_21.16322,flk_2441_Maui,-157.107741299,21.1943653361
153,-157.09674_21.15794,flk_2466_Maui,-157.114934583,21.1967037116
154,-157.08416_21.16128,flk_2467_Maui,-157.102897868,21.1965689513
155,-157.08933_21.16006,flk_2441_Maui,-157.107741299,21.1943653361
156,-157.09575_21.15778,flk_2466_Maui,-157.114934583,21.1967037116
157,-157.08719_21.15855,flk_2441_Maui,-157.107741299,21.1943653361
158,-157.08086_21.15942,flk_2467_Maui,-157.102897868,21.1965689513
159,-157.08181_21.15376,flk_2466_Maui,-157.114934583,21.1967037116
160,-157.08184_21.15496,flk_2440_Maui,-157.110148605,21.194392285
161,-156.95257_21.06707,flk_1831_Maui,-156.953011456,21.0661242238
162,-156.95249_21.06722,flk_1831_Maui,-156.953011456,21.0661242238
163,-156.95242_21.06738,flk_1831_Maui,-156.953011456,21.0661242238
164,-156.95232_21.06753,flk_1831_Maui,-156.953011456,21.0661242238
165,-156.95223_21.06776,flk_1831_Maui,-156.953011456,21.0661242238
166,-156.95193_21.06780,flk_1831_Maui,-156.953011456,21.0661242238
167,-156.95166_21.06782,flk_1831_Maui,-156.953011456,21.0661242238
168,-156.95161_21.06765,flk_1831_Maui,-156.953011456,21.0661242238
169,-156.95186_21.06738,flk_1831_Maui,-156.953011456,21.0661242238
170,-156.95204_21.06722,flk_1831_Maui,-156.953011456,21.0661242238
171,-156.95180_21.06721,flk_1831_Maui,-156.953011456,21.0661242238
172,-156.95155_21.06727,flk_1831_Maui,-156.953011456,21.0661242238
173,-156.95156_21.06707,flk_1831_Maui,-156.953011456,21.0661242238
174,-156.95165_21.06681,flk_1832_Maui,-156.950606448,21.0660952046
175,-156.95186_21.06677,flk_1832_Maui,-156.950606448,21.0660952046
176,-156.95207_21.06684,flk_1831_Maui,-156.953011456,21.0661242238
177,-156.95225_21.06609,flk_1831_Maui,0.0,0.0
178,-156.95207_21.06601,flk_1831_Maui,0.0,0.0
179,-156.95362_21.06737,flk_1831_Maui,-156.953011456,21.0661242238
180,-156.94586_21.07134,flk_1832_Maui,0.0,0.0
181,-156.93975_21.07173,flk_1824_Maui,-156.941017531,21.0637213586
182,-156.76197_21.09679,flk_2059_Maui,0.0,0.0
183,-156.76287_21.09747,flk_2059_Maui,0.0,0.0
184,-156.76363_21.09848,flk_2059_Maui,-156.762555702,21.0953271529
185,-157.00741_21.16127,flk_2088_Maui,-157.096859233,21.1039253013
186,-157.00769_21.16119,flk_2088_Maui,-157.096859233,21.1039253013
187,-157.05891_21.17517,flk_2397_Maui,-157.064498654,21.1871016988
188,-157.06179_21.17893,flk_2397_Maui,-157.064498654,21.1871016988
189,-157.06326_21.18022,flk_2397_Maui,-157.064498654,21.1871016988
190,-157.06483_21.18059,flk_2397_Maui,-157.064498654,21.1871016988
191,-157.05941_21.17631,flk_2397_Maui,-157.064498654,21.1871016988
192,-157.05985_21.17731,flk_2398_Maui,-157.06209153,21.1870741086
193,-157.06076_21.17765,flk_2397_Maui,-157.064498654,21.1871016988
194,-157.06090_21.17688,flk_2397_Maui,-157.064498654,21.1871016988
195,-157.06107_21.17648,flk_2397_Maui,-157.064498654,21.1871016988
196,-157.06031_21.17636,flk_2397_Maui,-157.064498654,21.1871016988
197,-157.05991_21.17547,flk_2397_Maui,-157.064498654,21.1871016988
198,-157.00697_21.16215,flk_2087_Maui,-157.099265063,21.1039522952
199,-157.00687_21.16186,flk_2087_Maui,-157.099265063,21.1039522952
200,-157.00669_21.16195,flk_2087_Maui,-157.099265063,21.1039522952
201,-157.00653_21.16204,flk_2089_Maui,-157.094453407,21.1038982734
202,-157.00676_21.16228,flk_2087_Maui,-157.099265063,21.1039522952
203,-157.00675_21.16256,flk_2466_Maui,-157.114934583,21.1967037116
204,-157.00607_21.16231,flk_2089_Maui,-157.094453407,21.1038982734
205,-157.00554_21.16218,flk_2089_Maui,-157.094453407,21.1038982734
206,-157.00556_21.16198,flk_2089_Maui,-157.094453407,21.1038982734
207,-157.00579_21.16191,flk_2089_Maui,-157.094453407,21.1038982734
208,-157.00597_21.16181,flk_2089_Maui,-157.094453407,21.1038982734
209,-156.97902_21.07264,flk_1860_Maui,0.0,0.0
210,-156.97856_21.07244,flk_1860_Maui,0.0,0.0
211,-156.97779_21.07208,flk_1850_Maui,0.0,0.0
212,-156.97743_21.07189,flk_1850_Maui,0.0,0.0
213,-156.98923_21.07688,flk_1868_Maui,0.0,0.0
214,-156.98888_21.07686,flk_1868_Maui,0.0,0.0
215,-157.06210_21.16463,flk_2430_Maui,-157.088512029,21.191890914
216,-157.06519_21.16514,flk_2430_Maui,-157.088512029,21.191890914
217,-157.06656_21.16647,flk_2431_Maui,-157.086104793,21.1918636599
218,-157.06882_21.16369,flk_2449_Maui,-157.088482985,21.1941485114
219,-157.04613_21.16245,flk_2448_Maui,-157.09089026,21.1941757344
220,-157.06121_21.17479,flk_2396_Maui,-157.066905781,21.1871292547
221,-157.06346_21.17201,flk_2419_Maui,-157.071690757,21.1894418403
222,-157.06472_21.17397,flk_2420_Maui,-157.069283585,21.1894143496
223,-157.06586_21.17588,flk_2421_Maui,-157.066876416,21.1893868247
224,-157.04328_21.16448,flk_2418_Maui,-157.074097933,21.1894692967
225,-157.00406_21.16160,flk_2078_Maui,-157.075236042,21.1014232181
226,-157.00311_21.16169,flk_2080_Maui,-157.070424535,21.1013685207
227,-157.00333_21.16198,flk_2078_Maui,-157.075236042,21.1014232181
228,-157.00368_21.16239,flk_2078_Maui,-157.075236042,21.1014232181
229,-157.00388_21.16229,flk_2078_Maui,-157.075236042,21.1014232181
230,-157.00425_21.16210,flk_2078_Maui,-157.075236042,21.1014232181
231,-157.00443_21.16201,flk_2076_Maui,-157.080047565,21.1014777791
232,-157.00631_21.16162,flk_2089_Maui,-157.094453407,21.1038982734
233,-157.00647_21.16153,flk_2076_Maui,-157.080047565,21.1014777791
234,-157.00520_21.16214,flk_2076_Maui,-157.080047565,21.1014777791
235,-157.00529_21.16230,flk_2076_Maui,-157.080047565,21.1014777791
236,-157.00547_21.16261,flk_2088_Maui,-157.096859233,21.1039253013
237,-157.00556_21.16277,flk_2088_Maui,-157.096859233,21.1039253013
238,-156.99814_21.08295,flk_1886_Maui,-156.998526064,21.0802141696
239,-157.00460_21.16186,flk_2076_Maui,-157.080047565,21.1014777791
240,-157.00488_21.16254,flk_2090_Maui,-157.092047584,21.1038712113
241,-157.00408_21.16278,flk_2077_Maui,-157.077641802,21.1014505157
242,-157.00419_21.16303,flk_2077_Maui,-157.077641802,21.1014505157
243,-157.00376_21.16340,flk_2090_Maui,-157.092047584,21.1038712113
244,-157.00434_21.16375,flk_2088_Maui,-157.096859233,21.1039253013
245,-157.00416_21.16344,flk_2090_Maui,-157.092047584,21.1038712113
246,-157.00483_21.16353,flk_2088_Maui,-157.096859233,21.1039253013
247,-157.00476_21.16333,flk_2088_Maui,-157.096859233,21.1039253013
248,-157.00469_21.16316,flk_2090_Maui,-157.092047584,21.1038712113
249,-157.00555_21.16355,flk_2466_Maui,-157.114934583,21.1967037116
250,-157.00567_21.16376,flk_2466_Maui,-157.114934583,21.1967037116
251,-157.00578_21.16396,flk_2466_Maui,-157.114934583,21.1967037116
252,-157.00556_21.16401,flk_2467_Maui,-157.102897868,21.1965689513
253,-157.00538_21.16370,flk_2088_Maui,-157.096859233,21.1039253013
254,-157.00522_21.16378,flk_2088_Maui,-157.096859233,21.1039253013
255,-157.00540_21.16409,flk_2487_Maui,-157.124535519,21.1990685463
256,-157.00491_21.16393,flk_2088_Maui,-157.096859233,21.1039253013
257,-157.00509_21.16424,flk_2487_Maui,-157.124535519,21.1990685463
258,-157.00481_21.16418,flk_2487_Maui,-157.124535519,21.1990685463
259,-157.00414_21.16427,flk_2069_Maui,-157.101699607,21.1017216162
260,-157.00435_21.16454,flk_2487_Maui,-157.124535519,21.1990685463
261,-157.00459_21.16481,flk_2467_Maui,-157.102897868,21.1965689513
262,-157.00489_21.16479,flk_2467_Maui,-157.102897868,21.1965689513
263,-157.00547_21.16464,flk_2467_Maui,-157.102897868,21.1965689513
264,-157.00592_21.16462,flk_2467_Maui,-157.102897868,21.1965689513
265,-157.00575_21.16438,flk_2467_Maui,-157.102897868,21.1965689513
266,-157.00603_21.16426,flk_2467_Maui,-157.102897868,21.1965689513
267,-157.00616_21.16454,flk_2467_Maui,-157.102897868,21.1965689513
268,-157.00505_21.16292,flk_2090_Maui,-157.092047584,21.1038712113
269,-157.05414_21.17199,flk_2397_Maui,-157.064498654,21.1871016988
270,-157.06280_21.16713,flk_2416_Maui,-157.078912296,21.1895241068
271,-157.06308_21.16722,flk_2416_Maui,-157.078912296,21.1895241068
272,-157.06338_21.16727,flk_2416_Maui,-157.078912296,21.1895241068
273,-157.06367_21.16735,flk_2432_Maui,-157.083697561,21.1918363715
274,-157.05438_21.17224,flk_2397_Maui,-157.064498654,21.1871016988
275,-157.05462_21.17249,flk_2397_Maui,-157.064498654,21.1871016988
276,-157.05489_21.17273,flk_2397_Maui,-157.064498654,21.1871016988
277,-157.05513_21.17299,flk_2397_Maui,-157.064498654,21.1871016988
278,-157.03023_21.09296,flk_2012_Maui,-157.032052048,21.0918958424
279,-157.03305_21.09458,flk_2022_Maui,-157.034427882,21.0941812922
280,-157.03387_21.09496,flk_2022_Maui,-157.034427882,21.0941812922
281,-157.07721_21.18321,flk_2417_Maui,-157.076505112,21.1894967189
282,-157.07877_21.18354,flk_2416_Maui,-157.078912296,21.1895241068
283,-157.07478_21.17968,flk_2418_Maui,-157.074097933,21.1894692967
284,-157.06762_21.17599,flk_2420_Maui,-157.069283585,21.1894143496
285,-157.07008_21.17262,flk_2417_Maui,-157.076505112,21.1894967189
286,-157.07129_21.17273,flk_2417_Maui,-157.076505112,21.1894967189
287,-157.07016_21.17654,flk_2419_Maui,-157.071690757,21.1894418403
288,-157.07045_21.17660,flk_2419_Maui,-157.071690757,21.1894418403
289,-157.07074_21.17666,flk_2419_Maui,-157.071690757,21.1894418403
290,-157.07104_21.17672,flk_2419_Maui,-157.071690757,21.1894418403
291,-157.07133_21.17679,flk_2419_Maui,-157.071690757,21.1894418403
292,-157.08469_21.16657,flk_2468_Maui,-157.100490537,21.1965418964
293,-157.08606_21.16793,flk_2468_Maui,-157.100490537,21.1965418964
294,-157.08786_21.16719,flk_2467_Maui,-157.102897868,21.1965689513
295,-157.08844_21.17135,flk_2468_Maui,-157.100490537,21.1965418964
296,-157.09097_21.16782,flk_2467_Maui,-157.102897868,21.1965689513
297,-157.09252_21.16821,flk_2467_Maui,-157.102897868,21.1965689513
298,-157.09504_21.16464,flk_2442_Maui,-157.105333996,21.1943383529
299,-157.07518_21.16508,flk_2446_Maui,-157.095704824,21.1942300776
300,-157.03453_21.09521,flk_2022_Maui,-157.034427882,21.0941812922
301,-157.02861_21.09604,flk_2012_Maui,-157.032052048,21.0918958424
302,-157.03177_21.09674,flk_2022_Maui,-157.034427882,21.0941812922
303,-157.03387_21.09658,flk_2022_Maui,-157.034427882,21.0941812922
304,-157.04190_21.09985,flk_2038_Maui,-157.041615041,21.0965223527
305,-157.04395_21.10145,flk_2037_Maui,-157.044020673,21.0965501211
306,-157.04702_21.10328,flk_2036_Maui,-157.046426309,21.0965778554
307,-157.04836_21.10315,flk_2035_Maui,-157.04883195,21.0966055556
308,-157.04870_21.10500,flk_2035_Maui,-157.04883195,21.0966055556
309,-157.04969_21.10587,flk_2035_Maui,-157.04883195,21.0966055556
310,-157.04145_21.10320,flk_2038_Maui,-157.041615041,21.0965223527
311,-157.04297_21.10333,flk_2037_Maui,-157.044020673,21.0965501211
312,-157.04397_21.10364,flk_2037_Maui,-157.044020673,21.0965501211
313,-157.04511_21.10404,flk_2036_Maui,-157.046426309,21.0965778554
314,-157.04587_21.10469,flk_2036_Maui,-157.046426309,21.0965778554
315,-157.04715_21.10509,flk_2036_Maui,-157.046426309,21.0965778554
316,-156.99801_21.08314,flk_1886_Maui,-156.998526064,21.0802141696
317,-156.99752_21.08390,flk_1886_Maui,-156.998526064,21.0802141696
318,-156.99739_21.08409,flk_1886_Maui,-156.998526064,21.0802141696
319,-156.99713_21.08446,flk_1886_Maui,-156.998526064,21.0802141696
320,-156.99701_21.08465,flk_1886_Maui,-156.998526064,21.0802141696
321,-156.99687_21.08485,flk_1886_Maui,-156.998526064,21.0802141696
322,-156.99658_21.08527,flk_1886_Maui,-156.998526064,21.0802141696
323,-156.99621_21.08582,flk_1886_Maui,-156.998526064,21.0802141696
324,-156.99862_21.08139,flk_1886_Maui,-156.998526064,21.0802141696
325,-156.99822_21.08195,flk_1886_Maui,-156.998526064,21.0802141696
326,-156.99810_21.08214,flk_1886_Maui,-156.998526064,21.0802141696
327,-156.99797_21.08233,flk_1886_Maui,-156.998526064,21.0802141696
328,-156.99784_21.08252,flk_1886_Maui,-156.998526064,21.0802141696
329,-156.99772_21.08271,flk_1886_Maui,-156.998526064,21.0802141696
330,-156.99747_21.08308,flk_1886_Maui,-156.998526064,21.0802141696
331,-156.99735_21.08327,flk_1886_Maui,-156.998526064,21.0802141696
332,-156.99704_21.08340,flk_1886_Maui,-156.998526064,21.0802141696
333,-156.99692_21.08357,flk_1886_Maui,-156.998526064,21.0802141696
334,-156.99669_21.08381,flk_1886_Maui,-156.998526064,21.0802141696
335,-156.99684_21.08402,flk_1886_Maui,-156.998526064,21.0802141696
336,-156.99671_21.08420,flk_1886_Maui,-156.998526064,21.0802141696
337,-156.99658_21.08439,flk_1886_Maui,-156.998526064,21.0802141696
338,-156.98834_21.07849,flk_1878_Maui,-156.991340506,21.0778713934
339,-156.98783_21.07813,flk_1869_Maui,-156.98656041,21.0755568864
340,-156.98773_21.07839,flk_1868_Maui,-156.988965624,21.0755854086
341,-156.98755_21.07805,flk_1869_Maui,-156.98656041,21.0755568864
342,-156.98738_21.07798,flk_1869_Maui,-156.98656041,21.0755568864
343,-156.98685_21.07802,flk_1869_Maui,-156.98656041,21.0755568864
344,-156.98655_21.07763,flk_1869_Maui,-156.98656041,21.0755568864
345,-156.98645_21.07850,flk_1869_Maui,-156.98656041,21.0755568864
346,-156.98667_21.07856,flk_1868_Maui,-156.988965624,21.0755854086
347,-156.98688_21.07864,flk_1868_Maui,-156.988965624,21.0755854086
348,-156.98735_21.07867,flk_1868_Maui,-156.988965624,21.0755854086
349,-157.00588_21.16273,flk_2088_Maui,-157.096859233,21.1039253013
350,-157.00612_21.16270,flk_2088_Maui,-157.096859233,21.1039253013
351,-157.00625_21.16290,flk_2088_Maui,-157.096859233,21.1039253013
352,-157.06633_21.18101,flk_2421_Maui,-157.066876416,21.1893868247
353,-157.06786_21.18123,flk_2421_Maui,-157.066876416,21.1893868247
354,-157.06942_21.18156,flk_2420_Maui,-157.069283585,21.1894143496
355,-157.07098_21.18190,flk_2420_Maui,-157.069283585,21.1894143496
356,-157.07255_21.18223,flk_2418_Maui,-157.074097933,21.1894692967
357,-157.07566_21.18292,flk_2417_Maui,-157.076505112,21.1894967189
358,-156.85161_21.05797,flk_1806_Maui,-156.852101918,21.0581042264
359,-156.87697_21.04899,flk_1748_Maui,-156.878714151,21.0471500809
360,-156.87755_21.04803,flk_1748_Maui,0.0,0.0
361,-156.87726_21.04898,flk_1748_Maui,-156.878714151,21.0471500809
362,-156.76117_21.09520,flk_2060_Maui,0.0,0.0
363,-156.76187_21.09609,flk_2059_Maui,0.0,0.0
364,-156.76199_21.09639,flk_2059_Maui,0.0,0.0
365,-156.98789_21.07911,flk_1868_Maui,-156.988965624,21.0755854086
366,-156.98706_21.07882,flk_1868_Maui,-156.988965624,21.0755854086
367,-157.00248_21.08288,flk_1884_Maui,-157.003336682,21.0802708527
368,-157.00237_21.08303,flk_1884_Maui,-157.003336682,21.0802708527
369,-157.00226_21.08318,flk_1884_Maui,-157.003336682,21.0802708527
370,-157.00215_21.08333,flk_1884_Maui,-157.003336682,21.0802708527
371,-157.00204_21.08347,flk_1884_Maui,-157.003336682,21.0802708527
372,-157.00193_21.08362,flk_1884_Maui,-157.003336682,21.0802708527
373,-157.00161_21.08407,flk_1884_Maui,-157.003336682,21.0802708527
374,-157.00138_21.08437,flk_1884_Maui,-157.003336682,21.0802708527
375,-157.00115_21.08468,flk_1884_Maui,-157.003336682,21.0802708527
376,-157.00103_21.08485,flk_1884_Maui,-157.003336682,21.0802708527
377,-157.00090_21.08503,flk_1884_Maui,-157.003336682,21.0802708527
378,-157.00076_21.08522,flk_1884_Maui,-157.003336682,21.0802708527
379,-157.00061_21.08541,flk_1884_Maui,-157.003336682,21.0802708527
380,-157.00046_21.08562,flk_1884_Maui,-157.003336682,21.0802708527
